State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Tamil Nadu,2003,By Other means (please specify),Male,15-29,168,64354.2,0.002610552225029602
Tamil Nadu,2003,By Over Alcoholism,Male,15-29,8,64354.2,0.00012431201071569532
Tamil Nadu,2003,By coming under running vehicles/trains,Male,15-29,24,64354.2,0.000372936032147086
Tamil Nadu,2003,By Self Infliction of injury,Male,15-29,1,64354.2,1.5539001339461916e-05
Tamil Nadu,2003,By Fire-Arms,Male,15-29,3,64354.2,4.661700401838575e-05
Tamil Nadu,2003,By Consuming Insecticides,Male,15-29,335,64354.2,0.005205565448719742
Tamil Nadu,2003,By Hanging,Male,15-29,409,64354.2,0.006355451547839923
Tamil Nadu,2003,By Jumping from (Other sites),Male,30-44,12,64354.2,0.000186468016073543
Tamil Nadu,2003,By Consuming Insecticides,Male,30-44,396,64354.2,0.006153444530426919
Tamil Nadu,2003,By Machine,Male,30-44,3,64354.2,4.661700401838575e-05
Tamil Nadu,2003,By Drowning,Male,30-44,189,64354.2,0.0029368712531583022
Tamil Nadu,2003,By Fire/Self Immolation,Male,30-44,203,64354.2,0.003154417271910769
Tamil Nadu,2003,By Other means (please specify),Male,30-44,282,64354.2,0.004381998377728261
Tamil Nadu,2003,By touching electric wires,Male,30-44,38,64354.2,0.0005904820508995528
Tamil Nadu,2003,By Overdose of sleeping pills,Male,30-44,21,64354.2,0.00032631902812870026
Tamil Nadu,2003,By Jumping from (Building),Male,30-44,7,64354.2,0.00010877300937623342
Tamil Nadu,2003,By Hanging,Male,30-44,581,64354.2,0.009028159778227374
Tamil Nadu,2003,By Over Alcoholism,Male,30-44,27,64354.2,0.00041955303616547174
Tamil Nadu,2003,By Consuming Other Poison,Male,30-44,726,64354.2,0.01128131497244935
Tamil Nadu,2003,By coming under running vehicles/trains,Male,30-44,33,64354.2,0.0005127870442022432
Tamil Nadu,2003,By Self Infliction of injury,Male,45-59,2,64354.2,3.107800267892383e-05
Tamil Nadu,2003,By touching electric wires,Male,45-59,15,64354.2,0.00023308502009192875
Tamil Nadu,2003,By Other means (please specify),Male,45-59,280,64354.2,0.0043509203750493365
Tamil Nadu,2003,By Drowning,Male,45-59,113,64354.2,0.0017559071513591966
Tamil Nadu,2003,By Jumping from (Building),Male,45-59,5,64354.2,7.769500669730958e-05
Tamil Nadu,2003,By Jumping from (Other sites),Male,45-59,7,64354.2,0.00010877300937623342
Tamil Nadu,2003,By Machine,Male,45-59,2,64354.2,3.107800267892383e-05
Tamil Nadu,2003,By Overdose of sleeping pills,Male,45-59,21,64354.2,0.00032631902812870026
Tamil Nadu,2003,By Fire/Self Immolation,Male,45-59,89,64354.2,0.0013829711192121104
Tamil Nadu,2003,By Hanging,Male,45-59,372,64354.2,0.0057805084982798325
Tamil Nadu,2003,By Consuming Insecticides,Male,45-59,215,64354.2,0.0033408852879843118
Tamil Nadu,2003,By Over Alcoholism,Male,45-59,46,64354.2,0.0007147940616152481
Tamil Nadu,2003,By coming under running vehicles/trains,Male,45-59,28,64354.2,0.00043509203750493366
Tamil Nadu,2003,By Consuming Other Poison,Male,45-59,646,64354.2,0.010038194865292397
Tamil Nadu,2003,By Drowning,Male,60+,33,64354.2,0.0005127870442022432
Tamil Nadu,2003,By touching electric wires,Male,60+,3,64354.2,4.661700401838575e-05
Tamil Nadu,2003,By Fire/Self Immolation,Male,60+,22,64354.2,0.0003418580294681622
Tamil Nadu,2003,By Consuming Insecticides,Male,60+,128,64354.2,0.001988992171451125
Tamil Nadu,2003,By Jumping from (Other sites),Male,60+,1,64354.2,1.5539001339461916e-05
Tamil Nadu,2003,By coming under running vehicles/trains,Male,60+,5,64354.2,7.769500669730958e-05
Tamil Nadu,2003,By Consuming Other Poison,Male,60+,249,64354.2,0.003869211333526017
Tamil Nadu,2003,By Jumping from (Building),Male,60+,7,64354.2,0.00010877300937623342
Tamil Nadu,2003,By Hanging,Male,60+,119,64354.2,0.001849141159395968
Tamil Nadu,2003,By Over Alcoholism,Male,60+,8,64354.2,0.00012431201071569532
Tamil Nadu,2003,By Jumping off Moving Vehicles/Trains,Male,60+,1,64354.2,1.5539001339461916e-05
Tamil Nadu,2003,By Overdose of sleeping pills,Male,60+,9,64354.2,0.00013985101205515725
Tamil Nadu,2003,By Other means (please specify),Male,60+,108,64354.2,0.001678212144661887
Tamil Nadu,2004,By Overdose of sleeping pills,Male,0-14,1,65328.299999999996,1.530730173600109e-05
Tamil Nadu,2004,By Consuming Insecticides,Male,0-14,13,65328.299999999996,0.00019899492256801417
Tamil Nadu,2004,By Other means (please specify),Male,0-14,85,65328.299999999996,0.0013011206475600928
Tamil Nadu,2004,By touching electric wires,Male,0-14,1,65328.299999999996,1.530730173600109e-05
Tamil Nadu,2004,By Hanging,Male,0-14,25,65328.299999999996,0.00038268254340002725
Tamil Nadu,2004,By Consuming Other Poison,Male,0-14,31,65328.299999999996,0.00047452635381603383
Tamil Nadu,2004,By Jumping from (Other sites),Male,0-14,4,65328.299999999996,6.122920694400437e-05
Tamil Nadu,2004,By Fire/Self Immolation,Male,0-14,12,65328.299999999996,0.00018368762083201308
Tamil Nadu,2004,By Drowning,Male,0-14,18,65328.299999999996,0.00027553143124801964
Tamil Nadu,2004,By Fire/Self Immolation,Male,15-29,138,65328.299999999996,0.0021124076395681503
Tamil Nadu,2004,By Consuming Insecticides,Male,15-29,350,65328.299999999996,0.005357555607600381
Tamil Nadu,2004,By Hanging,Male,15-29,476,65328.299999999996,0.007286275626336519
Tamil Nadu,2004,By Over Alcoholism,Male,15-29,17,65328.299999999996,0.00026022412951201855
Tamil Nadu,2004,By touching electric wires,Male,15-29,31,65328.299999999996,0.00047452635381603383
Tamil Nadu,2004,By Machine,Male,15-29,9,65328.299999999996,0.00013776571562400982
Tamil Nadu,2004,By Jumping from (Building),Male,15-29,20,65328.299999999996,0.0003061460347200218
Tamil Nadu,2004,By Self Infliction of injury,Male,15-29,1,65328.299999999996,1.530730173600109e-05
Tamil Nadu,2004,By Jumping off Moving Vehicles/Trains,Male,15-29,2,65328.299999999996,3.061460347200218e-05
Tamil Nadu,2004,By coming under running vehicles/trains,Male,15-29,35,65328.299999999996,0.0005357555607600382
Tamil Nadu,2004,By Consuming Other Poison,Male,15-29,456,65328.299999999996,0.006980129591616498
Tamil Nadu,2004,By Drowning,Male,15-29,143,65328.299999999996,0.002188944148248156
Tamil Nadu,2004,By Jumping from (Other sites),Male,15-29,41,65328.299999999996,0.0006275993711760447
Tamil Nadu,2004,By Overdose of sleeping pills,Male,15-29,17,65328.299999999996,0.00026022412951201855
Tamil Nadu,2004,By Other means (please specify),Male,15-29,284,65328.299999999996,0.004347273693024309
Tamil Nadu,2004,By coming under running vehicles/trains,Male,30-44,16,65328.299999999996,0.00024491682777601746
Tamil Nadu,2004,By Machine,Male,30-44,5,65328.299999999996,7.653650868000545e-05
Tamil Nadu,2004,By Other means (please specify),Male,30-44,380,65328.299999999996,0.005816774659680415
Tamil Nadu,2004,By touching electric wires,Male,30-44,37,65328.299999999996,0.0005663701642320404
Tamil Nadu,2004,By Drowning,Male,30-44,162,65328.299999999996,0.002479782881232177
Tamil Nadu,2004,By Over Alcoholism,Male,30-44,42,65328.299999999996,0.0006429066729120458
Tamil Nadu,2004,By Jumping from (Building),Male,30-44,32,65328.299999999996,0.0004898336555520349
Tamil Nadu,2004,By Jumping off Moving Vehicles/Trains,Male,30-44,6,65328.299999999996,9.184381041600654e-05
Tamil Nadu,2004,By Consuming Other Poison,Male,30-44,737,65328.299999999996,0.011281481379432804
Tamil Nadu,2004,By Overdose of sleeping pills,Male,30-44,25,65328.299999999996,0.00038268254340002725
Tamil Nadu,2004,By Self Infliction of injury,Male,30-44,5,65328.299999999996,7.653650868000545e-05
Tamil Nadu,2004,By Consuming Insecticides,Male,30-44,438,65328.299999999996,0.006704598160368478
Tamil Nadu,2004,By Hanging,Male,30-44,661,65328.299999999996,0.010118126447496722
Tamil Nadu,2004,By Fire/Self Immolation,Male,30-44,159,65328.299999999996,0.0024338609760241733
Tamil Nadu,2004,By Jumping from (Other sites),Male,30-44,48,65328.299999999996,0.0007347504833280523
Tamil Nadu,2004,By Over Alcoholism,Male,45-59,26,65328.299999999996,0.00039798984513602834
Tamil Nadu,2004,By Jumping from (Other sites),Male,45-59,16,65328.299999999996,0.00024491682777601746
Tamil Nadu,2004,By Consuming Insecticides,Male,45-59,376,65328.299999999996,0.00575554545273641
Tamil Nadu,2004,By Fire/Self Immolation,Male,45-59,96,65328.299999999996,0.0014695009666561047
Tamil Nadu,2004,By Consuming Other Poison,Male,45-59,643,65328.299999999996,0.009842595016248701
Tamil Nadu,2004,By Drowning,Male,45-59,115,65328.299999999996,0.0017603396996401254
Tamil Nadu,2004,By Jumping from (Building),Male,45-59,17,65328.299999999996,0.00026022412951201855
Tamil Nadu,2004,By Self Infliction of injury,Male,45-59,2,65328.299999999996,3.061460347200218e-05
Tamil Nadu,2004,By Machine,Male,45-59,2,65328.299999999996,3.061460347200218e-05
Tamil Nadu,2004,By Other means (please specify),Male,45-59,379,65328.299999999996,0.005801467357944413
Tamil Nadu,2004,By coming under running vehicles/trains,Male,45-59,11,65328.299999999996,0.000168380319096012
Tamil Nadu,2004,By Overdose of sleeping pills,Male,45-59,33,65328.299999999996,0.000505140957288036
Tamil Nadu,2004,By touching electric wires,Male,45-59,24,65328.299999999996,0.00036737524166402616
Tamil Nadu,2004,By Hanging,Male,45-59,427,65328.299999999996,0.006536217841272466
Tamil Nadu,2004,By Jumping off Moving Vehicles/Trains,Male,45-59,3,65328.299999999996,4.592190520800327e-05
Tamil Nadu,2004,By coming under running vehicles/trains,Male,60+,6,65328.299999999996,9.184381041600654e-05
Tamil Nadu,2004,By Fire/Self Immolation,Male,60+,24,65328.299999999996,0.00036737524166402616
Tamil Nadu,2004,By Hanging,Male,60+,159,65328.299999999996,0.0024338609760241733
Tamil Nadu,2004,By Jumping from (Building),Male,60+,4,65328.299999999996,6.122920694400437e-05
Tamil Nadu,2004,By Jumping from (Other sites),Male,60+,15,65328.299999999996,0.00022960952604001637
Tamil Nadu,2004,By Consuming Insecticides,Male,60+,68,65328.299999999996,0.0010408965180480742
Tamil Nadu,2004,By Drowning,Male,60+,42,65328.299999999996,0.0006429066729120458
Tamil Nadu,2004,By Other means (please specify),Male,60+,212,65328.299999999996,0.003245147968032231
Tamil Nadu,2004,By touching electric wires,Male,60+,6,65328.299999999996,9.184381041600654e-05
Tamil Nadu,2004,By Consuming Other Poison,Male,60+,262,65328.299999999996,0.004010513054832286
Tamil Nadu,2004,By Over Alcoholism,Male,60+,4,65328.299999999996,6.122920694400437e-05
Tamil Nadu,2004,By Overdose of sleeping pills,Male,60+,11,65328.299999999996,0.000168380319096012
Tamil Nadu,2005,By Overdose of sleeping pills,Male,0-14,1,66302.4,1.5082410289823597e-05
Tamil Nadu,2005,By Jumping from (Other sites),Male,0-14,4,66302.4,6.032964115929439e-05
Tamil Nadu,2005,By touching electric wires,Male,0-14,1,66302.4,1.5082410289823597e-05
Tamil Nadu,2005,By Other means (please specify),Male,0-14,53,66302.4,0.0007993677453606506
Tamil Nadu,2005,By Consuming Other Poison,Male,0-14,30,66302.4,0.0004524723086947079
Tamil Nadu,2005,By Hanging,Male,0-14,20,66302.4,0.00030164820579647194
Tamil Nadu,2005,By Fire/Self Immolation,Male,0-14,11,66302.4,0.00016590651318805957
Tamil Nadu,2005,By Consuming Insecticides,Male,0-14,10,66302.4,0.00015082410289823597
Tamil Nadu,2005,By Drowning,Male,0-14,17,66302.4,0.00025640097492700116
Tamil Nadu,2005,By Jumping from (Other sites),Male,15-29,38,66302.4,0.0005731315910132967
Tamil Nadu,2005,By Other means (please specify),Male,15-29,371,66302.4,0.005595574217524555
Tamil Nadu,2005,By Over Alcoholism,Male,15-29,10,66302.4,0.00015082410289823597
Tamil Nadu,2005,By Consuming Insecticides,Male,15-29,340,66302.4,0.005128019498540023
Tamil Nadu,2005,By Self Infliction of injury,Male,15-29,1,66302.4,1.5082410289823597e-05
Tamil Nadu,2005,By Machine,Male,15-29,8,66302.4,0.00012065928231858878
Tamil Nadu,2005,By Jumping off Moving Vehicles/Trains,Male,15-29,2,66302.4,3.0164820579647195e-05
Tamil Nadu,2005,By coming under running vehicles/trains,Male,15-29,25,66302.4,0.0003770602572455899
Tamil Nadu,2005,By Overdose of sleeping pills,Male,15-29,16,66302.4,0.00024131856463717756
Tamil Nadu,2005,By touching electric wires,Male,15-29,28,66302.4,0.0004223074881150607
Tamil Nadu,2005,By Hanging,Male,15-29,446,66302.4,0.0067267549892613245
Tamil Nadu,2005,By Fire/Self Immolation,Male,15-29,118,66302.4,0.0017797244141991846
Tamil Nadu,2005,By Drowning,Male,15-29,123,66302.4,0.0018551364656483025
Tamil Nadu,2005,By Jumping from (Building),Male,15-29,14,66302.4,0.00021115374405753035
Tamil Nadu,2005,By Consuming Other Poison,Male,15-29,426,66302.4,0.006425106783464853
Tamil Nadu,2005,By Drowning,Male,30-44,152,66302.4,0.002292526364053187
Tamil Nadu,2005,By Jumping off Moving Vehicles/Trains,Male,30-44,6,66302.4,9.049446173894159e-05
Tamil Nadu,2005,By Self Infliction of injury,Male,30-44,5,66302.4,7.541205144911799e-05
Tamil Nadu,2005,By coming under running vehicles/trains,Male,30-44,11,66302.4,0.00016590651318805957
Tamil Nadu,2005,By Hanging,Male,30-44,652,66302.4,0.009833731508964985
Tamil Nadu,2005,By Consuming Insecticides,Male,30-44,418,66302.4,0.006304447501146264
Tamil Nadu,2005,By Over Alcoholism,Male,30-44,37,66302.4,0.0005580491807234731
Tamil Nadu,2005,By Machine,Male,30-44,5,66302.4,7.541205144911799e-05
Tamil Nadu,2005,By Consuming Other Poison,Male,30-44,727,66302.4,0.010964912280701756
Tamil Nadu,2005,By Jumping from (Other sites),Male,30-44,44,66302.4,0.0006636260527522383
Tamil Nadu,2005,By touching electric wires,Male,30-44,29,66302.4,0.00043738989840488434
Tamil Nadu,2005,By Jumping from (Building),Male,30-44,29,66302.4,0.00043738989840488434
Tamil Nadu,2005,By Other means (please specify),Male,30-44,422,66302.4,0.006364777142305558
Tamil Nadu,2005,By Overdose of sleeping pills,Male,30-44,21,66302.4,0.00031673061608629557
Tamil Nadu,2005,By Fire/Self Immolation,Male,30-44,149,66302.4,0.002247279133183716
Tamil Nadu,2005,By Self Infliction of injury,Male,45-59,2,66302.4,3.0164820579647195e-05
Tamil Nadu,2005,By Fire/Self Immolation,Male,45-59,86,66302.4,0.0012970872849248293
Tamil Nadu,2005,By Drowning,Male,45-59,105,66302.4,0.0015836530804314776
Tamil Nadu,2005,By Jumping from (Building),Male,45-59,14,66302.4,0.00021115374405753035
Tamil Nadu,2005,By Jumping off Moving Vehicles/Trains,Male,45-59,3,66302.4,4.5247230869470794e-05
Tamil Nadu,2005,By Over Alcoholism,Male,45-59,21,66302.4,0.00031673061608629557
Tamil Nadu,2005,By touching electric wires,Male,45-59,21,66302.4,0.00031673061608629557
Tamil Nadu,2005,By Hanging,Male,45-59,401,66302.4,0.006048046526219262
Tamil Nadu,2005,By Machine,Male,45-59,2,66302.4,3.0164820579647195e-05
Tamil Nadu,2005,By Consuming Insecticides,Male,45-59,306,66302.4,0.004615217548686021
Tamil Nadu,2005,By coming under running vehicles/trains,Male,45-59,10,66302.4,0.00015082410289823597
Tamil Nadu,2005,By Overdose of sleeping pills,Male,45-59,29,66302.4,0.00043738989840488434
Tamil Nadu,2005,By Consuming Other Poison,Male,45-59,585,66302.4,0.008823210019546805
Tamil Nadu,2005,By Other means (please specify),Male,45-59,369,66302.4,0.005565409396944908
Tamil Nadu,2005,By Jumping from (Other sites),Male,45-59,13,66302.4,0.00019607133376770678
Tamil Nadu,2005,By coming under running vehicles/trains,Male,60+,5,66302.4,7.541205144911799e-05
Tamil Nadu,2005,By Fire/Self Immolation,Male,60+,20,66302.4,0.00030164820579647194
Tamil Nadu,2005,By Hanging,Male,60+,148,66302.4,0.0022321967228938924
Tamil Nadu,2005,By Jumping from (Building),Male,60+,3,66302.4,4.5247230869470794e-05
Tamil Nadu,2005,By Jumping from (Other sites),Male,60+,11,66302.4,0.00016590651318805957
Tamil Nadu,2005,By Over Alcoholism,Male,60+,2,66302.4,3.0164820579647195e-05
Tamil Nadu,2005,By touching electric wires,Male,60+,4,66302.4,6.032964115929439e-05
Tamil Nadu,2005,By Drowning,Male,60+,38,66302.4,0.0005731315910132967
Tamil Nadu,2005,By Consuming Insecticides,Male,60+,58,66302.4,0.0008747797968097687
Tamil Nadu,2005,By Overdose of sleeping pills,Male,60+,8,66302.4,0.00012065928231858878
Tamil Nadu,2005,By Consuming Other Poison,Male,60+,241,66302.4,0.003634860879847487
Tamil Nadu,2005,By Other means (please specify),Male,60+,182,66302.4,0.002744998672747895
Tamil Nadu,2006,By Consuming Insecticides,Male,0-14,10,67276.5,0.000148640312739218
Tamil Nadu,2006,By Drowning,Male,0-14,6,67276.5,8.91841876435308e-05
Tamil Nadu,2006,By Fire/Self Immolation,Male,0-14,10,67276.5,0.000148640312739218
Tamil Nadu,2006,By Hanging,Male,15-29,581,67276.5,0.008636002170148566
Tamil Nadu,2006,By Fire/Self Immolation,Male,15-29,184,67276.5,0.002734981754401611
Tamil Nadu,2006,By Drowning,Male,15-29,183,67276.5,0.0027201177231276894
Tamil Nadu,2006,By Overdose of sleeping pills,Male,15-29,5,67276.5,7.4320156369609e-05
Tamil Nadu,2006,By Consuming Other Poison,Male,15-29,512,67276.5,0.007610384012247962
Tamil Nadu,2006,By touching electric wires,Male,15-29,20,67276.5,0.000297280625478436
Tamil Nadu,2006,By Jumping from (Building),Male,15-29,17,67276.5,0.0002526885316566706
Tamil Nadu,2006,By Machine,Male,15-29,6,67276.5,8.91841876435308e-05
Tamil Nadu,2006,By Other means (please specify),Male,15-29,128,67276.5,0.0019025960030619904
Tamil Nadu,2006,By Over Alcoholism,Male,15-29,26,67276.5,0.00038646481312196683
Tamil Nadu,2006,By Consuming Insecticides,Male,15-29,272,67276.5,0.00404301650650673
Tamil Nadu,2006,By Jumping from (Other sites),Male,15-29,18,67276.5,0.0002675525629305924
Tamil Nadu,2006,By coming under running vehicles/trains,Male,15-29,44,67276.5,0.0006540173760525592
Tamil Nadu,2006,By Jumping from (Other sites),Male,30-44,9,67276.5,0.0001337762814652962
Tamil Nadu,2006,By Consuming Insecticides,Male,30-44,369,67276.5,0.005484827540077145
Tamil Nadu,2006,By Other means (please specify),Male,30-44,322,67276.5,0.004786218070202819
Tamil Nadu,2006,By Jumping from (Building),Male,30-44,38,67276.5,0.0005648331884090284
Tamil Nadu,2006,By coming under running vehicles/trains,Male,30-44,31,67276.5,0.00046078496949157583
Tamil Nadu,2006,By Fire-Arms,Male,30-44,6,67276.5,8.91841876435308e-05
Tamil Nadu,2006,By Drowning,Male,30-44,272,67276.5,0.00404301650650673
Tamil Nadu,2006,By Hanging,Male,30-44,759,67276.5,0.011281799736906647
Tamil Nadu,2006,By touching electric wires,Male,30-44,31,67276.5,0.00046078496949157583
Tamil Nadu,2006,By Self Infliction of injury,Male,30-44,3,67276.5,4.45920938217654e-05
Tamil Nadu,2006,By Machine,Male,30-44,1,67276.5,1.48640312739218e-05
Tamil Nadu,2006,By Over Alcoholism,Male,30-44,71,67276.5,0.0010553462204484479
Tamil Nadu,2006,By Fire/Self Immolation,Male,30-44,271,67276.5,0.004028152475232808
Tamil Nadu,2006,By Overdose of sleeping pills,Male,30-44,10,67276.5,0.000148640312739218
Tamil Nadu,2006,By Consuming Other Poison,Male,30-44,604,67276.5,0.008977874889448767
Tamil Nadu,2006,By Jumping from (Building),Male,45-59,21,67276.5,0.00031214465675235783
Tamil Nadu,2006,By Self Infliction of injury,Male,45-59,1,67276.5,1.48640312739218e-05
Tamil Nadu,2006,By Overdose of sleeping pills,Male,45-59,5,67276.5,7.4320156369609e-05
Tamil Nadu,2006,By Consuming Other Poison,Male,45-59,427,67276.5,0.0063469413539646085
Tamil Nadu,2006,By touching electric wires,Male,45-59,11,67276.5,0.0001635043440131398
Tamil Nadu,2006,By Other means (please specify),Male,45-59,366,67276.5,0.005440235446255379
Tamil Nadu,2006,By Over Alcoholism,Male,45-59,33,67276.5,0.0004905130320394194
Tamil Nadu,2006,By Hanging,Male,45-59,426,67276.5,0.006332077322690687
Tamil Nadu,2006,By Fire/Self Immolation,Male,45-59,191,67276.5,0.0028390299733190637
Tamil Nadu,2006,By Fire-Arms,Male,45-59,2,67276.5,2.97280625478436e-05
Tamil Nadu,2006,By coming under running vehicles/trains,Male,45-59,36,67276.5,0.0005351051258611848
Tamil Nadu,2006,By Consuming Insecticides,Male,45-59,203,67276.5,0.0030173983486061254
Tamil Nadu,2006,By Drowning,Male,45-59,198,67276.5,0.0029430781922365166
Tamil Nadu,2006,By Machine,Male,45-59,3,67276.5,4.45920938217654e-05
Tamil Nadu,2006,By Jumping from (Other sites),Male,45-59,12,67276.5,0.0001783683752870616
Tamil Nadu,2006,By Jumping from (Other sites),Male,60+,6,67276.5,8.91841876435308e-05
Tamil Nadu,2006,By coming under running vehicles/trains,Male,60+,12,67276.5,0.0001783683752870616
Tamil Nadu,2006,By Consuming Insecticides,Male,60+,106,67276.5,0.0015755873150357109
Tamil Nadu,2006,By Hanging,Male,60+,150,67276.5,0.00222960469108827
Tamil Nadu,2006,By Fire-Arms,Male,60+,1,67276.5,1.48640312739218e-05
Tamil Nadu,2006,By Consuming Other Poison,Male,60+,134,67276.5,0.001991780190705521
Tamil Nadu,2006,By Over Alcoholism,Male,60+,9,67276.5,0.0001337762814652962
Tamil Nadu,2006,By Jumping from (Building),Male,60+,1,67276.5,1.48640312739218e-05
Tamil Nadu,2006,By Fire/Self Immolation,Male,60+,50,67276.5,0.00074320156369609
Tamil Nadu,2006,By Other means (please specify),Male,60+,190,67276.5,0.002824165942045142
Tamil Nadu,2006,By Drowning,Male,60+,91,67276.5,0.0013526268459268839
Tamil Nadu,2006,By touching electric wires,Male,60+,2,67276.5,2.97280625478436e-05
Tamil Nadu,2006,By Overdose of sleeping pills,Male,60+,3,67276.5,4.45920938217654e-05
Tamil Nadu,2007,By Drowning,Male,0-14,7,68250.6,0.00010256320090958907
Tamil Nadu,2007,By Fire/Self Immolation,Male,0-14,12,68250.6,0.00017582263013072411
Tamil Nadu,2007,By Consuming Insecticides,Male,0-14,11,68250.6,0.0001611707442864971
Tamil Nadu,2007,By Consuming Insecticides,Male,15-29,315,68250.6,0.004615344040931508
Tamil Nadu,2007,By Jumping from (Other sites),Male,15-29,21,68250.6,0.0003076896027287672
Tamil Nadu,2007,By Machine,Male,15-29,7,68250.6,0.00010256320090958907
Tamil Nadu,2007,By Hanging,Male,15-29,672,68250.6,0.009846067287320551
Tamil Nadu,2007,By Drowning,Male,15-29,212,68250.6,0.0031061997989761257
Tamil Nadu,2007,By coming under running vehicles/trains,Male,15-29,50,68250.6,0.0007325942922113504
Tamil Nadu,2007,By Jumping from (Building),Male,15-29,20,68250.6,0.0002930377168845402
Tamil Nadu,2007,By Fire/Self Immolation,Male,15-29,211,68250.6,0.003091547913131899
Tamil Nadu,2007,By Over Alcoholism,Male,15-29,30,68250.6,0.0004395565753268103
Tamil Nadu,2007,By touching electric wires,Male,15-29,23,68250.6,0.0003369933744172212
Tamil Nadu,2007,By Consuming Other Poison,Male,15-29,592,68250.6,0.00867391641978239
Tamil Nadu,2007,By Other means (please specify),Male,15-29,153,68250.6,0.0022417385341667326
Tamil Nadu,2007,By Overdose of sleeping pills,Male,15-29,5,68250.6,7.325942922113505e-05
Tamil Nadu,2007,By Jumping from (Building),Male,30-44,44,68250.6,0.0006446829771459884
Tamil Nadu,2007,By coming under running vehicles/trains,Male,30-44,36,68250.6,0.0005274678903921723
Tamil Nadu,2007,By Consuming Insecticides,Male,30-44,427,68250.6,0.006256355255484933
Tamil Nadu,2007,By Machine,Male,30-44,2,68250.6,2.9303771688454017e-05
Tamil Nadu,2007,By Other means (please specify),Male,30-44,371,68250.6,0.00543584964820822
Tamil Nadu,2007,By Consuming Other Poison,Male,30-44,699,68250.6,0.01024166820511468
Tamil Nadu,2007,By Jumping from (Other sites),Male,30-44,10,68250.6,0.0001465188584422701
Tamil Nadu,2007,By touching electric wires,Male,30-44,36,68250.6,0.0005274678903921723
Tamil Nadu,2007,By Fire-Arms,Male,30-44,7,68250.6,0.00010256320090958907
Tamil Nadu,2007,By Fire/Self Immolation,Male,30-44,314,68250.6,0.004600692155087281
Tamil Nadu,2007,By Over Alcoholism,Male,30-44,82,68250.6,0.0012014546392266148
Tamil Nadu,2007,By Overdose of sleeping pills,Male,30-44,12,68250.6,0.00017582263013072411
Tamil Nadu,2007,By Self Infliction of injury,Male,30-44,4,68250.6,5.8607543376908034e-05
Tamil Nadu,2007,By Drowning,Male,30-44,315,68250.6,0.004615344040931508
Tamil Nadu,2007,By Hanging,Male,30-44,878,68250.6,0.012864355771231314
Tamil Nadu,2007,By Other means (please specify),Male,45-59,422,68250.6,0.006183095826263798
Tamil Nadu,2007,By coming under running vehicles/trains,Male,45-59,42,68250.6,0.0006153792054575344
Tamil Nadu,2007,By Self Infliction of injury,Male,45-59,1,68250.6,1.4651885844227008e-05
Tamil Nadu,2007,By Fire/Self Immolation,Male,45-59,221,68250.6,0.003238066771574169
Tamil Nadu,2007,By Consuming Other Poison,Male,45-59,494,68250.6,0.0072380316070481425
Tamil Nadu,2007,By touching electric wires,Male,45-59,13,68250.6,0.00019047451597495113
Tamil Nadu,2007,By Machine,Male,45-59,3,68250.6,4.395565753268103e-05
Tamil Nadu,2007,By Over Alcoholism,Male,45-59,38,68250.6,0.0005567716620806264
Tamil Nadu,2007,By Consuming Insecticides,Male,45-59,235,68250.6,0.003443193173393347
Tamil Nadu,2007,By Overdose of sleeping pills,Male,45-59,6,68250.6,8.791131506536206e-05
Tamil Nadu,2007,By Jumping from (Building),Male,45-59,24,68250.6,0.00035164526026144823
Tamil Nadu,2007,By Fire-Arms,Male,45-59,2,68250.6,2.9303771688454017e-05
Tamil Nadu,2007,By Hanging,Male,45-59,493,68250.6,0.007223379721203915
Tamil Nadu,2007,By Drowning,Male,45-59,229,68250.6,0.003355281858327985
Tamil Nadu,2007,By Jumping from (Other sites),Male,45-59,14,68250.6,0.00020512640181917814
Tamil Nadu,2007,By coming under running vehicles/trains,Male,60+,14,68250.6,0.00020512640181917814
Tamil Nadu,2007,By Overdose of sleeping pills,Male,60+,4,68250.6,5.8607543376908034e-05
Tamil Nadu,2007,By Jumping from (Building),Male,60+,1,68250.6,1.4651885844227008e-05
Tamil Nadu,2007,By touching electric wires,Male,60+,2,68250.6,2.9303771688454017e-05
Tamil Nadu,2007,By Consuming Insecticides,Male,60+,123,68250.6,0.001802181958839922
Tamil Nadu,2007,By Fire/Self Immolation,Male,60+,58,68250.6,0.0008498093789651665
Tamil Nadu,2007,By Other means (please specify),Male,60+,218,68250.6,0.003194111114041488
Tamil Nadu,2007,By Fire-Arms,Male,60+,1,68250.6,1.4651885844227008e-05
Tamil Nadu,2007,By Consuming Other Poison,Male,60+,155,68250.6,0.0022710423058551863
Tamil Nadu,2007,By Jumping from (Other sites),Male,60+,7,68250.6,0.00010256320090958907
Tamil Nadu,2007,By Over Alcoholism,Male,60+,10,68250.6,0.0001465188584422701
Tamil Nadu,2007,By Drowning,Male,60+,105,68250.6,0.001538448013643836
Tamil Nadu,2007,By Hanging,Male,60+,174,68250.6,0.0025494281368954996
Tamil Nadu,2008,By Drowning,Male,0-14,3,69224.70000000001,4.333713255528734e-05
Tamil Nadu,2008,By Overdose of sleeping pills,Male,0-14,5,69224.70000000001,7.222855425881223e-05
Tamil Nadu,2008,By Other means (please specify),Male,0-14,5,69224.70000000001,7.222855425881223e-05
